iter	Passed	Remaining
390	20604	84787
391	20641	84671
392	20681	84568
393	20726	84483
394	20765	84376
395	20808	84285
396	20849	84186
397	20890	84086
398	20930	83984
399	20967	83869
400	21011	83785
401	21051	83683
402	21092	83583
403	21130	83475
404	21171	83377
405	21211	83278
406	21248	83168
407	21286	83058
408	21325	82956
409	21366	82858
410	21408	82769
411	21449	82674
412	21486	82563
413	21519	82440
414	21559	82341
415	21599	82244
416	21641	82155
417	21679	82049
418	21720	81957
419	21762	81866
420	21805	81782
421	21844	81682
422	21886	81595
423	21929	81511
424	21971	81423
425	22015	81343
426	22055	81247
427	22094	81150
428	22134	81058
429	22174	80960
430	22209	80850
431	22249	80758
432	22287	80655
433	22320	80540
434	22361	80450
435	22407	80377
436	22446	80283
437	22483	80180
438	22526	80100
439	22564	80001
440	22604	79910
441	22643	79816
442	22674	79693
443	22711	79593
444	22747	79487
445	22788	79402
446	22829	79317
447	22865	79214
448	22903	79117
449	22943	79026
450	22985	78944
451	23023	78851
452	23060	78750
453	23100	78663
454	23138	78568
455	23179	78485
456	23219	78396
457	23255	78297
458	23295	78210
459	23331	78109
460	23370	78019
461	23411	77935
462	23449	77843
463	23489	77757
464	23524	77656
465	23565	77572
466	23605	77488
467	23644	77400
468	23681	77305
469	23722	77223
470	23764	77145
471	23805	77064
472	23841	76967
473	23880	76880
474	23920	76796
475	23959	76710
476	23997	76621
477	24043	76556
478	24085	76480
479	24124	76393
480	24162	76304
481	24200	76217
482	24245	76150
483	24286	76072
484	24327	75991
485	24365	75904
486	24411	75841
487	24450	75756
488	24491	75678
489	24531	75596
490	24574	75525
491	24610	75433
492	24652	75357
493	24696	75288
494	24732	75198
495	24771	75114
496	24816	75047
497	24856	74967
498	24886	74859
499	24921	74765
500	24960	74681
501	25009	74628
502	25045	74538
503	25085	74460
504	25128	74391
505	25166	74304
506	25204	74220
507	25242	74136
508	25280	74054
509	25315	73961
510	25353	73878
511	25394	73802
512	25434	73725
513	25471	73639
514	25507	73552
515	25547	73472
516	25583	73386
517	25624	73311
518	25664	73235
519	25701	73150
520	25741	73073
521	25791	73025
522	25833	72957
523	25876	72888
524	25918	72817
525	25956	72737
526	25999	72670
527	26041	72599
528	26084	72533
529	26127	72467
530	26177	72418
531	26228	72374
532	26267	72298
533	26305	72217
534	26349	72152
535	26389	72078
536	26435	72020
537	26474	71943
538	26512	71863
539	26552	71789
540	26599	71735
541	26642	71668
542	26682	71596
543	26725	71529
544	26764	71454
545	26809	71394
546	26846	71312
547	26884	71233
548	26922	71155
549	26964	71087
550	27010	71031
551	27049	70955
552	27091	70888
553	27125	70801
554	27163	70723
555	27201	70645
556	27235	70557
557	27274	70483
558	27315	70414
559	27357	70346
560	27394	70268
561	27440	70212
562	27494	70175
563	27534	70106
564	27572	70028
565	27612	69957
566	27648	69878
567	27689	69808
568	27726	69730
569	27768	69665
570	27815	69612
571	27857	69547
572	27897	69475
573	27937	69404
574	27978	69339
575	28012	69251
576	28052	69183
577	28092	69113
578	28132	69044
579	28169	68966
580	28211	68903
581	28253	68836
582	28295	68773
583	28333	68698
584	28373	68631
585	28415	68564
586	28459	68507
587	28502	68444
588	28545	68383
589	28588	68322
590	28631	68261
591	28673	68195
592	28726	68159
593	28775	68110
594	28824	68063
595	28879	68031
596	28932	67993
597	28978	67940
598	29027	67891
599	29069	67828
600	29109	67760
601	29147	67688
602	29181	67605
603	29220	67537
604	29262	67474
605	29306	67414
606	29345	67344
607	29387	67281
608	29425	67210
609	29465	67142
610	29503	67071
611	29549	67017
612	29598	66970
613	29652	66936
614	29703	66893
615	29747	66835
616	29795	66785
617	29835	66718
618	29873	66648
619	29911	66577
620	29952	66511
621	29997	66456
622	30039	66394
623	30081	66333
624	30122	66268
625	30164	66208
626	30205	66144
627	30250	66089
628	30293	66029
629	30341	65980
630	30394	65942
631	30449	65909
632	30501	65869
633	30551	65826
634	30605	65788
635	30650	65734
636	30691	65671
637	30730	65602
638	30769	65535
639	30807	65466
640	30847	65401
641	30890	65341
642	30935	65286
643	30979	65231
644	31019	65165
645	31058	65097
646	31098	65032
647	31138	64967
648	31182	64912
649	31223	64849
650	31264	64785
651	31303	64719
652	31340	64648
653	31378	64579
654	31416	64510
655	31456	64447
656	31497	64384
657	31538	64322
658	31580	64262
659	31620	64199
660	31662	64138
661	31703	64077
662	31748	64023
663	31785	63953
664	31826	63893
665	31867	63829
666	31908	63768
667	31953	63715
668	31998	63662
669	32041	63604
670	32081	63540
671	32119	63473
672	32165	63422
673	32206	63361
674	32249	63304
675	32289	63241
676	32321	63163
677	32364	63106
678	32402	63039
679	32444	62981
680	32484	62918
681	32524	62856
682	32567	62798
683	32606	62734
684	32652	62683
685	32692	62621
686	32732	62559
687	32771	62495
688	32807	62424
689	32846	62360
690	32879	62285
691	32918	62221
692	32958	62159
693	32996	62093
694	33033	62026
695	33071	61961
696	33112	61902
697	33148	61832
698	33187	61768
699	33222	61699
700	33265	61643
701	33304	61580
702	33346	61523
703	33381	61453
704	33426	61401
705	33466	61340
706	33515	61294
707	33552	61228
708	33592	61167
709	33635	61112
710	33674	61050
711	33719	60998
712	33760	60939
713	33802	60882
714	33846	60829
715	33885	60766
716	33929	60712
717	33973	60659
718	34015	60603
719	34051	60536
720	34086	60466
721	34124	60404
722	34167	60347
723	34208	60290
724	34248	60230
725	34288	60170
726	34326	60106
727	34362	60039
728	34400	59976
729	34440	59916
730	34481	59859
731	34522	59801
732	34560	59739
733	34599	59677
734	34640	59619
735	34677	59554
736	34716	59493
737	34752	59427
738	34789	59363
739	34830	59306
740	34870	59247
741	34910	59188
742	34954	59134
743	34995	59078
744	35038	59024
745	35076	58961
746	35114	58899
747	35151	58837
748	35188	58773
749	35228	58713
750	35269	58657
751	35311	58602
752	35360	58558
753	35405	58508
754	35443	58446
755	35478	58379
756	35517	58320
757	35554	58256
758	35596	58202
759	35643	58155
760	35684	58099
761	35731	58051
762	35773	57997
763	35814	57941
764	35861	57894
765	35905	57842
766	35947	57787
767	35992	57737
768	36036	57685
769	36077	57629
770	36112	57564
771	36149	57502
772	36186	57439
773	36227	57382
774	36266	57324
775	36308	57269
776	36347	57211
777	36387	57153
778	36425	57093
779	36467	57039
780	36510	56986
781	36549	56927
782	36589	56870
783	36629	56812
784	36671	56758
785	36711	56702
786	36754	56649
787	36790	56587
788	36829	56527
789	36860	56457
790	36907	56411
791	36949	56357
792	36992	56304
793	37032	56248
794	37071	56190
795	37110	56131
796	37148	56072
797	37182	56007
798	37222	55949
799	37262	55894
800	37303	55839
801	37343	55781
802	37382	55723
803	37430	55680
804	37470	55623
805	37508	55565
806	37548	55508
807	37593	55459
808	37633	55404
809	37678	55354
810	37719	55300
811	37762	55248
812	37799	55188
813	37842	55136
814	37883	55082
815	37923	55025
816	37968	54977
817	38009	54923
818	38052	54872
819	38093	54817
820	38137	54767
821	38178	54712
822	38221	54662
823	38272	54622
824	38318	54575
825	38362	54524
826	38401	54468
827	38437	54406
828	38475	54348
829	38516	54294
830	38557	54240
831	38597	54185
832	38635	54127
833	38677	54074
834	38717	54019
835	38752	53957
836	38793	53902
837	38831	53845
838	38868	53785
839	38906	53728
840	38951	53680
841	38992	53626
842	39030	53568
843	39068	53510
844	39106	53453
845	39143	53394
846	39182	53338
847	39220	53280
848	39258	53223
849	39299	53169
850	39338	53114
851	39378	53058
852	39417	53003
853	39492	52996
854	39532	52940
855	39572	52886
856	39612	52832
857	39648	52772
858	39686	52715
859	39722	52655
860	39768	52608
861	39808	52554
862	39846	52497
863	39883	52439
864	39924	52385
865	39970	52339
866	40008	52283
867	40047	52227
868	40085	52170
869	40126	52118
870	40167	52066
871	40207	52011
872	40248	51959
873	40288	51905
874	40329	51852
875	40372	51802
876	40416	51752
877	40457	51700
878	40502	51652
879	40542	51599
880	40580	51542
881	40619	51487
882	40658	51433
883	40701	51383
884	40741	51329
885	40779	51272
886	40818	51218
887	40856	51162
888	40893	51104
889	40938	51058
890	40980	51007
891	41017	50950
892	41059	50899
893	41095	50840
894	41131	50782
895	41166	50722
896	41205	50667
897	41245	50615
898	41281	50556
899	41320	50502
900	41360	50449
901	41397	50393
902	41435	50337
903	41469	50276
904	41507	50221
905	41546	50167
906	41589	50117
907	41629	50065
908	41675	50019
909	41717	49969
910	41758	49917
911	41802	49869
912	41845	49820
913	41886	49769
914	41928	49718
915	41970	49668
916	42011	49616
917	42053	49566
918	42098	49519
919	42141	49471
920	42187	49425
921	42229	49374
922	42270	49323
923	42308	49268
924	42349	49217
925	42393	49169
926	42434	49118
927	42471	49061
928	42511	49009
929	42552	48957
930	42595	48909
931	42635	48856
932	42677	48807
933	42714	48751
934	42753	48697
935	42795	48647
936	42834	48594
937	42879	48547
938	42949	48530
939	42991	48480
940	43033	48429
941	43071	48375
942	43112	48324
943	43156	48276
944	43193	48221
945	43232	48167
946	43270	48113
947	43306	48057
948	43344	48002
949	43380	47947
950	43420	47895
951	43459	47842
952	43490	47780
953	43527	47725
954	43567	47672
955	43604	47618
956	43646	47568
957	43687	47518
958	43727	47466
959	43764	47411
960	43804	47359
961	43846	47310
962	43882	47254
963	43922	47203
964	43967	47156
965	44009	47107
966	44051	47058
967	44094	47009
968	44132	46955
969	44170	46902
970	44210	46851
971	44251	46801
972	44294	46752
973	44331	46698
974	44372	46647
975	44410	46594
976	44450	46543
977	44488	46490
978	44528	46438
979	44570	46390
980	44602	46330
981	44644	46280
982	44684	46230
983	44728	46182
984	44769	46133
985	44811	46083
986	44850	46031
987	44886	45977
988	44928	45927
989	44971	45879
990	45008	45825
991	45046	45773
992	45085	45721
993	45126	45670
994	45166	45620
995	45206	45569
996	45243	45515
997	45277	45459
998	45323	45414
999	45363	45363
1000	45401	45310
1001	45444	45263
1002	45482	45209
1003	45519	45156
1004	45558	45104
1005	45597	45053
1006	45634	45000
1007	45674	44949
1008	45716	44900
1009	45757	44851
1010	45799	44803
1011	45840	44753
1012	45882	44705
1013	45924	44655
1014	45974	44615
1015	46008	44559
1016	46052	44512
1017	46089	44459
1018	46126	44406
1019	46161	44350
1020	46203	44302
1021	46241	44250
1022	46280	44199
1023	46323	44151
1024	46364	44103
1025	46402	44050
1026	46444	44002
1027	46486	43954
1028	46525	43902
1029	46562	43849
1030	46601	43799
1031	46643	43750
1032	46682	43700
1033	46722	43649
1034	46761	43598
1035	46802	43550
1036	46842	43499
1037	46881	43448
1038	46919	43397
1039	46968	43355
1040	47012	43309
1041	47053	43260
1042	47092	43209
1043	47130	43157
1044	47168	43106
1045	47210	43058
1046	47249	43007
1047	47286	42955
1048	47324	42903
1049	47359	42849
1050	47396	42796
1051	47435	42746
1052	47479	42700
1053	47519	42650
1054	47561	42602
1055	47601	42553
1056	47641	42502
1057	47679	42451
1058	47721	42403
1059	47761	42354
1060	47801	42305
1061	47839	42253
1062	47881	42205
1063	47922	42157
1064	47964	42109
1065	48008	42064
1066	48047	42013
1067	48086	41962
1068	48127	41914
1069	48167	41865
1070	48208	41816
1071	48248	41767
1072	48291	41720
1073	48338	41677
1074	48380	41630
1075	48430	41588
1076	48470	41539
1077	48515	41494
1078	48558	41447
1079	48594	41395
1080	48636	41347
1081	48676	41298
1082	48714	41248
1083	48756	41199
1084	48797	41151
1085	48834	41100
1086	48874	41050
1087	48913	41000
1088	48955	40953
1089	48996	40905
1090	49032	40853
1091	49074	40805
1092	49111	40753
1093	49151	40704
1094	49188	40653
1095	49233	40608
1096	49268	40555
1097	49312	40510
1098	49349	40458
1099	49389	40409
1100	49429	40360
1101	49472	40314
1102	49509	40262
1103	49545	40211
1104	49583	40160
1105	49621	40109
1106	49659	40059
1107	49697	40009
1108	49735	39958
1109	49778	39912
1110	49816	39861
1111	49856	39813
1112	49898	39766
1113	49946	39723
1114	49990	39678
1115	50031	39631
1116	50070	39581
1117	50110	39532
1118	50152	39485
1119	50193	39437
1120	50231	39387
1121	50271	39338
1122	50311	39290
1123	50351	39242
1124	50388	39191
1125	50426	39141
1126	50469	39094
1127	50511	39047
1128	50553	39000
1129	50590	38950
1130	50626	38898
1131	50666	38850
1132	50707	38802
1133	50746	38753
1134	50787	38705
1135	50824	38655
1136	50866	38608
1137	50903	38557
1138	50947	38512
1139	50986	38463
1140	51028	38416
1141	51069	38369
1142	51106	38318
1143	51141	38267
1144	51179	38216
1145	51225	38172
1146	51271	38129
1147	51316	38085
1148	51356	38037
1149	51395	37988
1150	51433	37938
1151	51475	37891
1152	51510	37840
1153	51546	37788
1154	51584	37739
1155	51628	37693
1156	51666	37644
1157	51707	37597
1158	51745	37547
1159	51784	37498
1160	51825	37451
1161	51863	37402
1162	51903	37354
1163	51946	37308
1164	51987	37261
1165	52025	37212
1166	52066	37164
1167	52112	37121
1168	52151	37072
1169	52195	37027
1170	52237	36980
1171	52278	36933
1172	52322	36889
1173	52365	36843
1174	52402	36793
1175	52442	36745
1176	52480	36696
1177	52523	36650
1178	52565	36604
1179	52603	36554
1180	52642	36506
1181	52683	36459
1182	52723	36412
1183	52763	36364
1184	52801	36315
1185	52841	36267
1186	52883	36220
1187	52924	36174
1188	52971	36130
1189	53009	36082
1190	53051	36035
1191	53087	35985
1192	53124	35935
1193	53161	35886
1194	53200	35837
1195	53239	35789
1196	53274	35739
1197	53320	35695
1198	53367	35652
1199	53419	35613
1200	53465	35569
1201	53507	35523
1202	53548	35476
1203	53585	35427
1204	53622	35377
1205	53666	35332
1206	53708	35286
1207	53750	35240
1208	53790	35192
1209	53837	35150
1210	53880	35104
1211	53925	35060
1212	53969	35015
1213	54010	34969
1214	54052	34922
1215	54091	34874
1216	54131	34827
1217	54174	34781
1218	54211	34733
1219	54251	34685
1220	54290	34637
1221	54326	34587
1222	54368	34541
1223	54407	34493
1224	54444	34444
1225	54485	34397
1226	54525	34350
1227	54563	34302
1228	54603	34255
1229	54644	34208
1230	54693	34166
1231	54727	34116
1232	54766	34068
1233	54804	34019
1234	54841	33970
1235	54882	33923
1236	54925	33878
1237	54966	33832
1238	55007	33785
1239	55046	33738
1240	55085	33690
1241	55125	33643
1242	55173	33601
1243	55233	33566
1244	55282	33524
1245	55323	33478
1246	55361	33429
1247	55400	33382
1248	55437	33333
1249	55474	33284
1250	55515	33238
1251	55556	33191
1252	55597	33145
1253	55637	33098
1254	55676	33050
1255	55715	33003
1256	55758	32958
1257	55799	32912
1258	55837	32864
1259	55880	32818
1260	55923	32773
1261	55972	32731
1262	56011	32684
1263	56051	32637
1264	56091	32590
1265	56127	32541
1266	56172	32497
1267	56213	32451
1268	56252	32403
1269	56297	32359
1270	56335	32311
1271	56376	32265
1272	56413	32217
1273	56456	32172
1274	56498	32126
1275	56533	32077
1276	56577	32032
1277	56620	31987
1278	56656	31938
1279	56697	31892
1280	56736	31845
1281	56778	31799
1282	56816	31751
1283	56856	31704
1284	56899	31659
1285	56943	31615
1286	56982	31568
1287	57023	31522
1288	57064	31475
1289	57103	31429
1290	57144	31382
1291	57183	31335
1292	57222	31288
1293	57263	31242
1294	57313	31201
1295	57354	31155
1296	57391	31107
1297	57436	31063
1298	57477	31017
1299	57514	30969
1300	57551	30921
1301	57588	30872
1302	57626	30825
1303	57669	30780
1304	57710	30734
1305	57753	30689
1306	57793	30643
1307	57830	30595
1308	57873	30550
1309	57915	30505
1310	57961	30461
1311	58003	30416
1312	58046	30371
1313	58090	30327
1314	58132	30281
1315	58175	30237
1316	58211	30188
1317	58253	30143
1318	58292	30096
1319	58333	30050
1320	58373	30004
1321	58413	29958
1322	58454	29912
1323	58495	29866
1324	58533	29818
1325	58573	29772
1326	58615	29727
1327	58656	29681
1328	58699	29636
1329	58739	29590
1330	58777	29543
1331	58817	29496
1332	58856	29450
1333	58903	29407
1334	58947	29363
1335	58983	29315
1336	59023	29268
1337	59067	29224
1338	59107	29178
1339	59145	29131
1340	59183	29084
1341	59223	29038
1342	59261	28990
1343	59306	28947
1344	59348	28901
1345	59388	28855
1346	59423	28807
1347	59458	28758
1348	59498	28712
1349	59542	28668
1350	59579	28621
1351	59619	28574
1352	59654	28526
1353	59693	28480
1354	59734	28434
1355	59775	28388
1356	59815	28343
1357	59858	28298
1358	59897	28251
1359	59936	28205
1360	59979	28160
1361	60019	28114
1362	60061	28069
1363	60107	28026
1364	60145	27979
1365	60183	27932
1366	60226	27888
1367	60267	27843
1368	60313	27799
1369	60352	27753
1370	60390	27706
1371	60432	27661
1372	60472	27615
1373	60513	27569
1374	60553	27524
1375	60592	27478
1376	60629	27430
1377	60667	27384
1378	60710	27339
1379	60750	27293
1380	60789	27247
1381	60831	27202
1382	60876	27158
1383	60922	27115
1384	60963	27070
1385	61005	27025
1386	61046	26979
1387	61086	26934
1388	61125	26888
1389	61164	26842
1390	61203	26795
1391	61241	26748
1392	61279	26702
1393	61318	26656
1394	61357	26610
1395	61397	26564
1396	61439	26519
1397	61481	26474
1398	61520	26428
1399	61558	26382
1400	61601	26337
1401	61643	26292
1402	61688	26249
1403	61732	26205
1404	61775	26161
1405	61814	26115
1406	61855	26069
1407	61901	26026
1408	61947	25983
1409	61988	25938
1410	62030	25893
1411	62069	25847
1412	62110	25802
1413	62150	25756
1414	62190	25711
1415	62229	25665
1416	62275	25621
1417	62311	25575
1418	62353	25530
1419	62395	25485
1420	62439	25441
1421	62480	25396
1422	62522	25351
1423	62560	25305
1424	62602	25260
1425	62643	25215
1426	62684	25170
1427	62725	25125
1428	62766	25080
1429	62805	25034
1430	62846	24989
1431	62889	24944
1432	62929	24899
1433	62970	24854
1434	63011	24809
1435	63048	24762
1436	63087	24716
1437	63124	24670
1438	63162	24624
1439	63205	24579
1440	63243	24533
1441	63282	24488
1442	63322	24442
1443	63361	24396
1444	63400	24351
1445	63435	24303
1446	63475	24258
1447	63518	24214
1448	63556	24168
1449	63593	24121
1450	63631	24075
1451	63671	24030
1452	63709	23984
1453	63749	23939
1454	63791	23894
1455	63828	23848
1456	63872	23804
1457	63912	23759
1458	63958	23715
1459	63997	23670
1460	64037	23625
1461	64077	23579
1462	64120	23535
1463	64162	23491
1464	64203	23446
1465	64242	23400
1466	64282	23355
1467	64324	23311
1468	64364	23265
1469	64401	23219
1470	64440	23174
1471	64480	23128
1472	64527	23086
1473	64574	23043
1474	64611	22997
1475	64651	22951
1476	64692	22907
1477	64734	22862
1478	64771	22816
1479	64810	22771
1480	64852	22726
1481	64891	22681
1482	64931	22636
1483	64969	22590
1484	65010	22545
1485	65057	22503
1486	65098	22458
1487	65139	22413
1488	65176	22367
1489	65215	22322
1490	65250	22275
1491	65294	22231
1492	65332	22185
1493	65368	22139
1494	65407	22094
1495	65447	22049
1496	65485	22003
1497	65526	21958
1498	65557	21910
1499	65595	21865
1500	65636	21820
1501	65679	21776
1502	65720	21731
1503	65760	21686
1504	65799	21641
1505	65844	21598
1506	65890	21555
1507	65937	21512
1508	65975	21467
1509	66017	21422
1510	66055	21377
1511	66098	21333
1512	66137	21288
1513	66183	21245
1514	66227	21201
1515	66270	21157
1516	66309	21112
1517	66352	21068
1518	66393	21023
1519	66432	20978
1520	66468	20932
1521	66506	20886
1522	66544	20841
1523	66584	20796
1524	66622	20751
1525	66659	20705
1526	66700	20660
1527	66737	20615
1528	66777	20570
1529	66813	20524
1530	66854	20479
1531	66895	20435
1532	66938	20391
1533	66977	20346
1534	67014	20300
1535	67051	20255
1536	67092	20210
1537	67129	20165
1538	67168	20119
1539	67207	20074
1540	67245	20029
1541	67288	19985
1542	67327	19940
1543	67371	19897
1544	67412	19852
1545	67452	19808
1546	67493	19763
1547	67532	19718
1548	67574	19674
1549	67611	19629
1550	67653	19584
1551	67693	19540
1552	67736	19496
1553	67774	19451
1554	67813	19406
1555	67854	19361
1556	67896	19318
1557	67941	19274
1558	67981	19230
1559	68020	19185
1560	68062	19141
1561	68101	19096
1562	68139	19051
1563	68178	19006
1564	68219	18962
1565	68259	18917
1566	68303	18873
1567	68349	18831
1568	68392	18787
1569	68432	18742
1570	68475	18698
1571	68519	18655
1572	68558	18610
1573	68603	18567
1574	68643	18522
1575	68680	18477
1576	68722	18433
1577	68761	18388
1578	68808	18345
1579	68848	18301
1580	68891	18257
1581	68930	18213
1582	68969	18168
1583	69006	18122
1584	69045	18078
1585	69085	18033
1586	69128	17989
1587	69166	17944
1588	69207	17900
1589	69246	17855
1590	69284	17810
1591	69325	17766
1592	69362	17721
1593	69403	17677
1594	69443	17633
1595	69488	17589
1596	69535	17547
1597	69583	17504
1598	69628	17461
1599	69677	17419
1600	69725	17376
1601	69770	17333
1602	69813	17290
1603	69859	17247
1604	69907	17204
1605	69946	17160
1606	69986	17115
1607	70030	17072
1608	70068	17027
1609	70110	16983
1610	70150	16938
1611	70190	16894
1612	70228	16849
1613	70269	16805
1614	70310	16761
1615	70350	16716
1616	70392	16672
1617	70427	16627
1618	70467	16583
1619	70515	16540
1620	70562	16497
1621	70603	16453
1622	70649	16410
1623	70689	16366
1624	70728	16321
1625	70771	16278
1626	70812	16234
1627	70856	16190
1628	70900	16147
1629	70943	16103
1630	70980	16058
1631	71023	16015
1632	71059	15969
1633	71101	15926
1634	71145	15882
1635	71186	15838
1636	71229	15795
1637	71268	15750
1638	71307	15705
1639	71349	15662
1640	71389	15617
1641	71426	15572
1642	71467	15528
1643	71516	15486
1644	71568	15444
1645	71619	15403
1646	71665	15360
1647	71714	15317
1648	71755	15273
1649	71797	15229
1650	71838	15185
1651	71882	15142
1652	71925	15098
1653	71967	15054
1654	72004	15009
1655	72046	14966
1656	72084	14921
1657	72139	14880
1658	72215	14843
1659	72287	14805
1660	72361	14768
1661	72413	14726
1662	72476	14687
1663	72532	14646
1664	72577	14602
