iter	RMSE
1181	0.1770681364
1182	0.177063684
1183	0.1770419296
1184	0.1770236566
1185	0.1769917495
1186	0.1769741489
1187	0.1769620944
1188	0.1769512255
1189	0.1769291105
1190	0.1769105428
1191	0.1768864069
1192	0.1768653143
1193	0.1768430758
1194	0.1768207168
1195	0.1768160421
1196	0.1768064112
1197	0.1767839822
1198	0.1767711213
1199	0.1767653647
1200	0.17675705
1201	0.1767412279
1202	0.1767322133
1203	0.1767108752
1204	0.1766930421
1205	0.1766691275
1206	0.176647087
1207	0.1766396021
1208	0.1766209681
1209	0.1766034882
1210	0.1765998742
1211	0.1765939669
1212	0.1765812477
1213	0.1765505576
1214	0.1765294482
1215	0.1765080655
1216	0.17649499
1217	0.1764713703
1218	0.1764544461
1219	0.1764361333
1220	0.1764242908
1221	0.1764070904
1222	0.1763935508
1223	0.1763753853
1224	0.1763655297
1225	0.1763530558
1226	0.1763411993
1227	0.1763196354
1228	0.176303
1229	0.1762868181
1230	0.1762718153
1231	0.1762594635
1232	0.176250847
1233	0.1762433629
1234	0.1762341336
1235	0.1762029851
1236	0.1761929385
1237	0.1761726595
1238	0.1761556009
1239	0.1761243431
1240	0.176116253
1241	0.1761077357
1242	0.1760971326
1243	0.1760783159
1244	0.1760545656
1245	0.1760301166
1246	0.1760076476
1247	0.1759849861
1248	0.1759733719
1249	0.1759610752
1250	0.1759509178
1251	0.1759330549
1252	0.1759132931
1253	0.175902679
1254	0.1758856626
1255	0.175859106
1256	0.1758414141
1257	0.1758271077
1258	0.1758247603
1259	0.1758131661
1260	0.1757951099
1261	0.1757805353
1262	0.1757736625
1263	0.1757509058
1264	0.1757308301
1265	0.175717668
1266	0.1757080451
1267	0.1757026033
1268	0.1756950583
1269	0.1756757407
1270	0.1756683429
1271	0.1756422423
1272	0.17560824
1273	0.1755947854
1274	0.1755728714
1275	0.1755675527
1276	0.1755546855
1277	0.1755512989
1278	0.1755325285
1279	0.1755103108
1280	0.1755049576
1281	0.1754809202
1282	0.175475156
1283	0.1754605949
1284	0.1754427506
1285	0.1754216629
1286	0.1754101523
1287	0.1754040816
1288	0.1753936953
1289	0.1753820364
1290	0.1753623724
1291	0.175352678
1292	0.1753446835
1293	0.1753256861
1294	0.1753181239
1295	0.175297738
1296	0.1752821698
1297	0.175263591
1298	0.1752514786
1299	0.1752384562
1300	0.1752183899
1301	0.1751830419
1302	0.1751704489
1303	0.1751590127
1304	0.1751421201
1305	0.1751390276
1306	0.1751109375
1307	0.1750931807
1308	0.1750754818
1309	0.175035727
1310	0.1750249467
1311	0.1750137725
1312	0.1749958037
1313	0.1749738014
1314	0.1749647616
1315	0.1749461583
1316	0.1749169251
1317	0.1749028062
1318	0.174881345
1319	0.1748662625
1320	0.1748628748
1321	0.1748434907
1322	0.1748341912
1323	0.1748246914
1324	0.1748154711
1325	0.1747989358
1326	0.1747799776
1327	0.1747644759
1328	0.1747387964
1329	0.1747300564
1330	0.1747184513
1331	0.1746918941
1332	0.1746836356
1333	0.1746608921
1334	0.1746438254
1335	0.1746304263
1336	0.17462099
1337	0.1745956184
1338	0.1745801141
1339	0.1745721614
1340	0.1745605368
1341	0.1745372617
1342	0.1745155284
1343	0.1744983824
1344	0.1744825899
1345	0.1744480219
1346	0.1744275171
1347	0.1744226511
1348	0.1744005411
1349	0.1743847674
1350	0.1743751632
1351	0.1743653898
1352	0.1743405081
1353	0.174319237
1354	0.1743065549
1355	0.1742977067
1356	0.1742863339
1357	0.1742790673
1358	0.1742745842
1359	0.1742665204
1360	0.1742468893
1361	0.1742341324
1362	0.1742097461
1363	0.1741863437
1364	0.174162252
1365	0.1741335782
1366	0.1741221775
1367	0.1741141896
1368	0.1740911092
1369	0.1740670258
1370	0.1740534629
1371	0.1740279028
1372	0.1740172943
1373	0.173985578
1374	0.1739742425
1375	0.1739607393
1376	0.1739503554
1377	0.173937157
1378	0.1739138624
1379	0.1739047389
1380	0.1738936772
1381	0.173887439
1382	0.1738731933
1383	0.1738622147
1384	0.1738451344
1385	0.1737971311
1386	0.1737842902
1387	0.1737771589
1388	0.1737332919
1389	0.1737112135
1390	0.1736783137
1391	0.1736606833
1392	0.1736422528
1393	0.1736044583
1394	0.1735883823
1395	0.1735715878
1396	0.1735662437
1397	0.173533481
1398	0.1735310269
1399	0.1735252056
1400	0.1735134886
1401	0.1734931239
1402	0.1734825355
1403	0.1734774813
1404	0.1734648707
1405	0.1734445294
1406	0.1734349297
1407	0.1733861644
1408	0.1733684583
1409	0.1733611804
1410	0.1733469664
1411	0.1733268828
1412	0.1733050305
1413	0.1732942908
1414	0.1732667138
1415	0.1732395807
1416	0.1732053703
1417	0.1731775239
1418	0.1731636105
1419	0.1731530974
1420	0.1731408859
1421	0.1731295859
1422	0.1731169956
1423	0.173105507
1424	0.1730962321
1425	0.1730751946
1426	0.173057555
1427	0.1730375784
1428	0.1730202783
1429	0.173003486
1430	0.1729729756
1431	0.1729520972
1432	0.1729255933
1433	0.172908195
1434	0.172875574
1435	0.1728617336
1436	0.172851795
1437	0.1728442605
1438	0.172826973
1439	0.1728030483
1440	0.1728023057
1441	0.1727895701
1442	0.1727695401
1443	0.1727419101
1444	0.1727302762
1445	0.1727227521
1446	0.1727138687
1447	0.1727006111
1448	0.1726814503
1449	0.1726628659
1450	0.1726506351
1451	0.1726262918
1452	0.172608162
1453	0.1725914049
1454	0.1725775436
1455	0.1725596051
1456	0.1725445217
1457	0.1725268257
1458	0.1725065754
1459	0.172497153
1460	0.1724913918
1461	0.1724776844
1462	0.1724659766
1463	0.1724560929
1464	0.1724350715
1465	0.1724200913
1466	0.1724129592
1467	0.1723962487
1468	0.1723858747
1469	0.1723710241
1470	0.1723473355
1471	0.1723292701
1472	0.1723148331
1473	0.1723051948
1474	0.1722964623
1475	0.1722871263
1476	0.1722664093
1477	0.1722430911
1478	0.1722192193
1479	0.1722075094
1480	0.172200131
1481	0.1721786776
1482	0.1721602203
1483	0.1721475733
1484	0.1721343414
1485	0.1721133929
1486	0.1720909925
1487	0.1720720998
1488	0.1720613534
1489	0.1720530092
1490	0.1720389203
1491	0.1720238042
1492	0.1720167585
1493	0.171999535
1494	0.1719829784
1495	0.1719753151
1496	0.1719687108
1497	0.1719413771
1498	0.1719346761
1499	0.1719129796
1500	0.1718904446
1501	0.1718815953
1502	0.1718494749
1503	0.1718466578
1504	0.1718313123
1505	0.1718250527
1506	0.1718177031
1507	0.1718051226
1508	0.1717913257
1509	0.1717724281
1510	0.1717539828
1511	0.1717376782
1512	0.1717181576
1513	0.1717051407
