club_id,Season,W,D,L,Points,Goales_scored,Goales_conceded
38,2000,13,3,20,42,46,52
1416,2022,9,6,8,33,26,26
1416,2021,9,17,12,44,43,41
1416,2020,11,14,13,47,34,40
1416,2019,4,11,13,23,31,50
1416,2018,9,11,18,38,31,52
1416,2017,12,9,17,45,37,42
1416,2016,19,9,10,66,56,38
1416,2015,14,13,7,55,44,35
1416,2014,10,11,13,41,45,48
1416,2013,12,13,9,49,32,24
1416,2012,14,12,12,54,48,38
1416,2011,4,14,20,26,29,57
1416,2010,24,12,4,84,58,27
1416,2009,14,9,15,50,55,54
1416,2008,9,16,13,43,35,40
1416,2007,11,12,15,45,49,51
1416,2006,21,6,11,69,57,42
1416,2005,9,16,12,43,32,41
1416,2004,11,14,13,47,41,41
1416,2003,15,8,15,53,43,45
1416,2002,12,13,13,49,30,33
1416,2001,11,14,13,47,46,50
127,2022,12,3,7,39,46,27
127,2021,13,12,9,51,56,44
127,2020,12,11,11,47,53,45
127,2019,4,8,22,20,37,74
127,2018,16,9,9,57,76,50
127,2017,25,8,5,83,90,33
127,2016,12,8,18,44,38,57
127,2015,6,10,18,28,28,55
127,2014,7,10,17,31,31,65
127,2013,18,8,8,62,63,48
127,2012,11,9,14,42,45,45
127,2011,17,10,7,61,51,42
127,2010,10,9,15,39,32,47
127,2009,14,9,11,51,49,49
127,2008,20,8,10,68,68,38
127,2007,6,13,15,31,33,54
127,2006,11,9,14,42,32,41
127,2005,13,7,14,46,46,40
127,2004,20,10,6,70,63,40
127,2003,17,11,6,62,56,40
127,2002,13,8,13,47,58,49
127,2001,11,7,16,40,51,60
127,2000,27,5,4,86,85,29
1085,2019,7,13,14,34,27,43
1085,2018,8,12,14,36,28,39
1085,2017,7,11,16,32,39,62
1085,2016,10,8,16,38,30,39
1085,2015,6,12,16,30,40,61
1085,2014,7,8,19,29,24,56
1085,2013,10,9,11,39,41,41
1085,2012,7,5,18,26,30,55
1085,2011,8,6,16,30,24,49
1085,2010,8,10,12,34,29,42
1085,2009,5,10,15,25,29,57
1085,2008,7,5,18,26,21,46
1085,2007,11,12,7,45,37,33
1085,2006,5,9,16,24,21,45
1085,2005,14,4,16,46,28,33
1085,2004,11,11,12,44,46,45
1085,2002,6,12,15,30,40,53
1085,2001,9,11,14,38,40,46
3336,2019,5,2,27,17,24,68
3336,2018,10,6,18,36,35,49
3336,2017,9,7,18,34,36,51
3336,2016,23,12,7,81,63,38
3336,2015,19,10,17,67,58,48
3336,2014,12,17,17,53,52,58
3336,2006,5,7,18,22,22,42
3336,2000,3,10,20,19,29,67
982,2022,5,6,10,21,23,27
982,2021,14,9,11,51,52,44
982,2020,6,7,21,25,30,59
982,2019,14,8,2,50,36,16
982,2018,7,7,20,28,33,73
982,2017,19,14,5,71,72,45
982,2016,4,9,21,21,22,58
982,2015,10,8,16,38,40,56
982,2014,13,8,13,47,45,46
982,2013,11,12,7,45,43,33
982,2012,11,7,12,40,45,51
982,2011,13,5,12,44,48,50
982,2010,11,9,10,42,28,31
982,2009,10,9,11,39,36,46
982,2008,15,7,8,52,47,32
982,2007,9,8,13,35,23,28
982,2006,11,6,13,39,41,38
982,2005,14,10,10,52,40,32
982,2004,12,5,17,41,46,48
982,2003,17,5,12,56,56,35
982,2002,9,13,12,40,40,46
29228,2021,8,6,14,30,31,45
29228,2020,7,10,17,31,32,54
29228,2019,9,9,11,36,38,40
29228,2018,11,7,12,40,33,33
29228,2017,8,6,16,30,40,59
29228,2016,7,3,20,24,29,53
29228,2015,7,9,14,30,39,51
29228,2014,7,5,18,26,32,51
29228,2013,20,6,8,66,53,27
29228,2012,20,7,7,67,58,29
1160,2022,6,5,14,23,24,38
1160,2021,14,7,17,49,44,51
1160,2020,9,8,21,35,40,71
1160,2019,7,6,15,27,29,44
1160,2018,15,8,15,53,57,58
1160,2017,22,7,9,73,75,37
1160,2016,17,13,8,64,58,40
1160,2015,13,12,13,43,50,52
1160,2014,12,10,16,46,44,57
1160,2013,10,14,14,44,49,54
1160,2012,17,7,14,58,52,42
1160,2011,18,14,6,68,65,38
1160,2010,9,10,19,37,35,46
1160,2009,13,12,13,51,37,43
1160,2008,11,12,15,44,33,46
1160,2007,17,12,9,63,51,40
1160,2001,5,17,16,32,33,48
1160,2000,14,11,13,53,53,56
1426,2022,12,6,8,42,39,37
1426,2021,14,6,18,48,50,64
1426,2020,6,5,23,23,43,91
1426,2019,8,4,14,28,24,51
1426,2018,11,8,15,41,47,63
1426,2017,7,13,14,34,35,54
1426,2016,25,5,8,80,75,35
1426,2015,23,6,7,75,85,39
1426,2014,16,12,10,60,48,43
1426,2013,18,7,13,61,58,52
1426,2012,6,10,18,28,33,62
1426,2011,9,4,21,31,42,78
1426,2010,6,3,25,21,34,76
1426,2009,8,11,15,35,43,57
1426,2008,25,5,8,80,86,38
1426,2007,7,8,19,29,44,76
1426,2006,21,8,9,71,64,44
1426,2005,18,8,10,62,50,33
1426,2004,18,8,10,62,56,36
1426,2003,19,4,13,61,76,62
1426,2002,10,7,17,37,42,60
1426,2001,11,5,18,38,51,64
1426,2000,8,4,22,28,37,63
23611,2021,7,2,10,23,19,23
23611,2020,6,4,16,22,28,48
23611,2019,5,3,14,18,17,37
23611,2018,4,8,10,20,25,33
23611,2017,7,7,8,28,24,26
23611,2016,11,11,10,44,33,44
23611,2015,6,7,13,25,25,35
23611,2014,7,5,14,26,24,64
23611,2013,16,7,7,55,45,33
23611,2012,15,4,15,49,37,37
23611,2011,11,7,16,40,38,44
2999,2022,6,6,14,24,25,45
2999,2021,10,12,14,42,38,53
2999,2020,6,9,18,27,31,60
2999,2019,6,9,15,27,30,50
2999,2018,7,4,22,25,21,69
2999,2017,8,6,19,30,43,60
2999,2016,7,14,17,35,37,56
2999,2015,11,10,17,43,42,63
2999,2014,15,8,15,53,50,53
2999,2010,5,11,22,26,24,59
2999,2009,13,10,15,49,39,46
2999,2008,12,5,21,41,30,53
833,2022,5,4,13,16,24,40
833,2021,14,7,15,49,46,50
833,2020,6,10,24,28,38,77
833,2019,9,8,17,35,31,48
833,2018,21,9,4,72,67,32
833,2017,10,8,16,38,43,47
833,2016,11,10,13,40,46,45
833,2015,10,9,15,36,41,52
833,2014,8,9,17,33,38,51
833,2013,14,4,18,46,42,56
833,2012,11,10,13,43,35,37
833,2011,11,12,11,45,51,46
833,2010,11,11,10,44,40,31
833,2009,6,8,20,26,30,49
833,2008,11,5,18,38,39,52
833,2007,13,6,15,45,48,48
833,2006,9,14,11,41,33,40
833,2005,9,10,15,37,41,50
833,2004,13,10,11,49,46,45
833,2003,17,4,13,55,52,43
833,2002,10,10,14,40,38,43
833,2001,12,12,10,48,65,52
833,2000,12,9,13,45,53,56
39722,2022,5,6,11,18,23,34
39722,2021,16,10,10,58,55,44
39722,2020,10,10,20,40,44,68
39722,2019,18,8,8,62,42,26
39722,2018,8,11,15,35,36,43
39722,2017,14,11,9,53,56,44
39722,2016,17,10,7,61,56,33
39722,2015,22,8,6,74,67,32
39722,2014,14,12,8,54,42,34
39722,2013,15,11,8,56,45,31
4171,2022,6,8,11,26,21,27
4171,2021,18,9,11,63,62,39
4171,2020,7,12,19,33,40,75
4171,2019,26,8,4,86,67,27
4171,2018,17,9,10,60,61,45
4171,2017,6,3,29,21,33,84
4171,2016,18,12,12,65,56,42
4171,2015,20,11,3,70,51,21
4171,2014,21,13,4,76,55,29
4171,2013,13,12,7,51,58,36
4171,2012,11,10,9,43,35,28
4171,2011,17,7,10,56,46,34
4171,2010,17,10,7,61,53,40
4171,2009,16,8,10,56,50,37
4083,2022,19,7,3,64,44,23
4083,2021,4,14,20,26,41,61
4083,2020,6,5,27,23,45,92
4083,2019,20,8,10,68,63,40
4083,2018,11,10,15,43,40,42
4083,2017,9,8,21,35,40,66
4083,2016,9,7,22,34,34,58
4083,2015,23,13,6,82,61,36
4083,2014,12,12,18,48,42,52
4083,2013,17,12,13,63,56,52
4083,2012,14,13,15,53,45,56
4083,2011,13,15,14,52,60,58
4083,2010,13,15,14,54,45,50
4083,2009,17,11,14,60,53,50
4083,2006,7,11,24,32,36,67
4083,2005,18,9,15,63,56,48
4083,2004,13,14,15,50,48,45
4083,2001,5,10,23,25,44,70
4083,2000,15,8,15,53,47,53
130,2022,10,7,9,37,34,30
130,2021,11,16,11,49,48,43
130,2020,3,11,24,20,39,83
130,2019,14,7,17,49,56,57
130,2018,10,11,17,41,41,61
130,2017,21,9,12,72,57,37
130,2016,20,10,8,70,55,36
130,2015,28,10,0,94,82,17
130,2014,6,8,24,19,33,75
130,2013,15,13,10,58,58,46
130,2012,13,10,15,49,45,46
130,2011,15,11,12,56,54,53
130,2010,11,13,14,46,39,47
130,2009,14,10,14,52,46,51
130,2008,19,19,4,76,65,34
130,2007,7,13,18,34,42,62
130,2006,10,12,16,42,41,56
130,2005,12,9,17,45,46,60
130,2004,10,12,16,42,48,65
130,2003,16,10,8,58,57,46
130,2002,15,11,8,56,55,36
130,2001,12,8,14,44,43,47
130,2000,16,8,10,56,51,31
820,2022,4,4,14,16,26,41
820,2021,14,6,16,48,44,54
820,2020,10,8,22,38,44,76
820,2019,9,9,16,36,39,56
820,2018,22,4,8,70,50,28
820,2017,8,9,17,33,37,54
820,2016,12,10,12,46,33,34
820,2015,13,6,15,45,42,42
820,2014,10,10,14,40,46,44
820,2013,13,6,15,45,39,43
820,2012,10,15,9,45,46,47
820,2011,13,10,11,49,49,48
820,2010,10,10,14,40,43,51
820,2009,12,11,11,47,38,35
820,2008,10,9,15,38,40,50
820,2007,9,8,17,35,44,51
820,2006,14,6,14,48,43,42
820,2005,14,9,11,51,47,39
820,2004,14,9,11,51,52,41
820,2003,12,8,14,44,56,52
820,2002,19,9,6,66,76,40
820,2001,11,12,11,45,47,51
820,2000,14,4,16,46,44,53
4603,2020,3,7,16,16,18,42
4603,2019,7,9,10,30,28,33
4603,2018,8,10,12,34,26,34
4603,2017,7,10,13,31,22,41
4603,2016,6,10,14,28,23,42
4603,2015,24,6,4,78,49,15
4603,2014,14,3,7,45,27,11
4603,2012,16,15,9,42,42,25
4603,2011,11,10,13,43,38,29
4603,2010,5,10,15,25,29,47
4603,2009,10,7,13,37,31,42
4603,2008,12,13,5,49,36,26
4603,2007,11,12,7,45,35,30
4603,2006,9,9,12,36,30,38
4603,2005,10,9,11,39,31,37
1268,2022,9,7,9,34,31,35
1268,2021,22,7,9,67,76,53
1268,2020,4,10,20,22,29,76
1268,2019,4,7,15,19,25,54
1268,2018,12,9,13,45,58,63
1268,2017,13,8,13,47,45,53
1268,2016,11,5,18,38,37,59
1268,2015,10,13,11,43,48,49
1268,2014,9,10,15,37,44,53
1268,2013,12,7,15,43,45,64
1268,2012,9,13,12,40,49,63
1268,2011,8,8,18,32,38,67
1268,2010,16,6,12,54,63,55
1268,2009,7,9,18,30,38,59
1268,2008,8,8,18,32,41,58
1268,2007,16,10,12,58,58,50
1268,2006,3,8,23,17,40,72
1268,2005,10,5,19,35,36,62
1268,2004,10,6,17,36,41,55
1268,2003,8,7,17,31,33,58
1268,2002,26,5,3,83,74,20
1268,2001,18,9,7,63,53,36
1268,2000,9,9,16,36,51,71
984,2022,13,9,11,48,44,36
984,2021,18,13,15,67,52,45
984,2020,5,11,22,26,35,76
984,2019,22,17,7,83,77,45
984,2018,23,11,12,80,87,62
984,2017,6,13,19,31,31,56
984,2016,12,9,17,45,43,51
984,2015,10,13,15,43,34,48
984,2014,11,11,16,44,38,51
984,2013,7,15,16,36,43,59
984,2012,14,7,17,49,53,57
984,2011,13,8,17,47,45,52
984,2010,12,11,15,47,56,71
984,2009,26,13,7,91,89,48
984,2008,8,8,22,32,36,67
984,2007,23,12,11,81,88,55
984,2006,22,10,14,76,81,55
984,2005,7,9,22,30,31,58
984,2004,6,16,16,34,36,61
984,2003,25,11,10,86,64,42
984,2002,6,8,24,26,29,65
984,2001,27,8,11,89,61,29
1533,2022,15,8,6,53,32,23
1533,2021,23,11,8,80,61,45
1533,2020,6,12,20,30,29,52
1533,2019,11,9,18,42,39,56
1533,2018,11,14,13,47,46,50
1533,2017,14,9,15,51,44,50
1533,2016,15,9,14,54,56,51
1533,2015,11,10,17,43,49,61
1533,2014,9,8,21,35,34,55
1533,2013,19,14,9,71,49,28
1533,2012,21,10,7,73,59,28
1533,2011,17,15,6,66,46,35
1533,2010,21,10,7,73,58,32
1533,2009,19,9,10,66,45,34
1533,2008,8,11,23,35,31,63
1533,2007,14,10,18,52,42,51
1533,2006,21,8,9,71,51,26
1533,2005,6,17,19,35,28,45
1533,2004,20,13,9,73,53,39
1533,2003,12,16,14,52,44,39
1533,2002,11,17,14,50,33,38
1533,2001,14,16,12,58,41,27
1533,2000,11,17,14,50,30,32
5358,2022,8,12,8,36,22,23
5358,2021,13,15,14,54,49,44
5358,2020,7,13,18,34,34,53
5358,2019,21,7,14,70,55,42
5358,2018,7,12,19,33,43,65
5358,2017,21,12,9,75,61,40
5358,2016,16,15,11,63,53,43
5358,2015,14,13,15,55,48,49
5358,2014,20,9,9,69,61,30
5358,2013,18,9,11,63,52,43
5358,2012,11,12,19,45,46,58
5358,2011,14,9,19,51,49,63
5358,2010,13,16,13,55,39,45
5358,2009,12,16,14,52,36,40
5358,2008,13,14,15,53,47,46
5358,2007,18,13,7,67,45,27
5358,2006,14,6,9,48,33,25
5358,2001,10,5,23,35,37,58
350,2022,19,7,7,64,55,30
350,2021,21,12,13,75,63,45
350,2020,7,2,29,23,20,63
350,2019,14,12,12,54,39,39
350,2018,26,11,9,89,78,41
350,2017,20,9,17,69,62,55
350,2016,30,10,6,100,92,47
350,2015,18,12,16,66,64,59
350,2014,19,14,13,71,66,53
350,2013,18,13,15,67,48,46
350,2010,11,9,26,42,44,79
350,2009,17,14,15,65,62,55
350,2008,22,14,10,80,64,39
350,2007,17,15,14,66,56,51
350,2006,10,8,20,38,32,55
350,2005,26,12,8,90,76,46
350,2004,18,13,15,67,57,56
350,2003,20,11,15,71,65,56
350,2002,23,11,12,80,72,52
350,2001,15,15,16,60,53,54
2969,2022,5,8,12,23,23,31
2969,2021,13,8,17,47,48,53
2969,2020,4,9,25,21,25,73
2969,2019,7,9,12,30,27,37
2969,2018,9,7,22,34,31,60
2969,2017,13,9,16,48,55,73
2969,2016,8,13,17,37,46,58
2969,2015,20,10,8,70,62,36
2969,2014,17,10,11,61,44,34
2969,2013,14,15,9,57,53,42
2969,2012,15,14,9,59,52,49
2969,2011,9,9,20,36,38,63
2969,2010,17,11,10,62,55,40
2969,2009,12,15,11,51,52,46
2969,2008,14,10,14,52,43,46
2969,2007,9,15,14,42,32,51
2969,2006,14,12,12,54,44,47
2969,2005,16,11,10,59,47,32
2969,2004,14,15,9,57,44,34
28643,2022,12,7,3,43,52,25
28643,2021,12,5,11,41,47,40
28643,2020,8,7,19,31,44,70
28643,2019,5,5,19,20,21,60
28643,2018,5,12,13,27,37,50
28643,2017,9,8,13,35,50,51
28643,2016,7,9,14,30,28,43
28643,2015,9,6,15,33,40,57
28643,2014,7,5,18,26,30,49
28643,2013,6,13,11,31,28,35
28643,2012,7,9,14,30,28,49
28643,2011,21,5,8,68,61,34
28643,2010,15,11,8,56,51,35
3609,2022,11,4,3,37,38,17
3609,2021,8,12,18,36,37,53
3609,2020,5,7,18,22,15,52
3609,2019,17,5,5,56,41,21
3609,2018,12,14,12,50,34,36
3609,2017,10,10,18,40,38,45
3609,2016,21,4,5,67,66,24
3609,2013,10,11,15,41,42,40
3609,2009,9,7,22,34,27,64
3609,2003,4,10,16,22,28,53
3609,2002,9,5,16,32,33,44
3609,2001,11,5,14,38,27,34
3609,2000,8,8,14,32,38,42
41201,2020,3,4,23,13,19,65
41201,2019,9,4,17,31,37,41
41201,2018,21,10,7,73,55,35
41201,2017,20,8,10,68,57,36
41201,2016,15,12,11,57,42,34
41201,2015,15,9,2,54,41,19
41201,2014,19,8,3,65,71,26
41201,2013,8,7,15,31,38,44
4294,2022,11,5,5,38,34,25
4294,2021,10,11,13,41,40,42
4294,2020,7,10,17,31,31,48
4294,2019,15,3,6,48,35,22
4294,2018,11,10,13,43,39,35
4294,2015,15,11,20,54,49,55
4294,2014,16,14,16,62,51,54
4294,2001,7,7,20,28,29,63
4294,2000,10,9,15,39,37,47
347,2022,11,8,6,41,37,24
347,2021,6,13,19,31,35,69
347,2020,12,11,15,47,44,48
347,2019,8,10,10,34,27,35
347,2018,24,9,5,81,60,23
347,2017,6,8,24,26,34,76
347,2016,11,10,17,43,39,72
347,2015,19,8,11,65,54,39
347,2014,7,9,22,30,31,61
347,2013,22,10,6,76,55,28
347,2012,20,10,8,70,62,37
347,2011,10,12,16,42,30,44
347,2010,10,15,13,45,43,40
347,2009,14,14,10,56,43,39
347,2008,17,12,9,63,48,35
347,2007,5,9,24,24,28,64
347,2006,22,10,6,76,54,22
347,2005,6,11,21,29,26,59
347,2004,10,14,14,44,33,45
347,2003,11,9,18,42,34,42
347,2002,19,10,9,67,52,29
347,2001,9,6,19,33,31,47
347,2000,11,9,14,42,35,44
65,2022,6,8,8,26,28,34
65,2021,3,9,22,18,28,82
65,2020,18,10,6,64,69,44
65,2019,11,11,12,44,46,45
65,2018,10,12,12,42,37,56
65,2017,10,10,14,40,37,48
65,2016,12,9,13,45,33,40
65,2015,13,7,14,46,49,55
65,2014,8,13,13,37,34,42
65,2013,17,9,8,60,64,38
65,2012,4,9,21,21,26,60
65,2011,20,10,4,70,73,27
65,2010,17,10,7,61,47,27
65,2009,12,8,14,44,51,50
65,2008,16,8,10,56,60,46
65,2007,14,10,10,52,53,47
65,2006,16,6,12,54,53,40
65,2005,15,9,10,54,51,42
65,2004,17,5,12,56,51,42
65,2003,11,12,11,45,58,51
65,2002,15,12,7,57,55,35
65,2001,16,11,7,59,62,41
65,2000,15,9,10,54,55,38
511,2022,12,7,6,43,41,28
511,2021,5,10,18,25,29,57
511,2020,12,9,6,45,49,40
511,2019,11,8,8,41,32,31
511,2018,4,6,23,18,25,68
511,2017,8,6,19,30,31,53
511,2016,10,7,21,37,38,62
511,2015,11,15,12,48,53,57
511,2014,11,12,15,45,46,57
511,2012,7,9,22,30,28,66
511,2004,8,9,21,33,37,71
443,2022,13,2,4,41,41,19
443,2021,3,4,3,29,31,60
443,2020,3,5,2,14,17,13
443,2019,20,8,5,68,63,31
443,2018,4,8,14,20,22,42
443,2017,18,11,4,65,47,24
443,2016,10,11,12,41,49,46
443,2015,16,5,12,53,56,46
443,2014,11,12,10,45,41,46
443,2013,12,11,10,47,49,38
443,2010,14,10,6,52,49,32
443,2009,7,12,11,33,33,34
443,2008,4,13,16,25,30,59
443,2007,25,3,2,78,80,24
443,2006,6,7,20,25,35,64
1132,2022,22,10,2,76,68,28
1132,2021,7,14,17,35,34,53
1132,2020,10,9,19,39,33,55
1132,2019,15,9,14,54,43,50
1132,2018,11,7,20,40,45,68
1132,2017,14,12,12,54,36,39
1132,2016,11,7,20,40,39,55
1132,2015,26,15,5,93,72,35
1132,2014,7,12,19,33,28,53
1132,2013,26,15,5,93,72,37
1132,2012,16,13,17,61,62,60
1132,2011,17,11,18,62,61,58
1132,2010,18,14,14,68,65,61
1132,2009,8,6,24,30,42,82
1132,2008,21,13,12,76,72,60
1132,2007,16,14,16,62,60,67
1132,2006,15,12,19,57,52,49
1132,2005,14,12,20,54,46,54
1132,2004,15,15,16,60,38,39
1132,2003,13,14,19,53,60,77
1132,2002,15,10,21,55,65,89
1132,2001,21,12,13,75,70,62
19789,2022,4,7,11,16,22,39
19789,2021,5,5,28,20,27,71
19789,2020,10,15,15,45,49,53
19789,2019,8,8,18,32,44,51
19789,2018,13,8,13,47,47,46
19789,2017,11,10,13,43,38,45
19789,2016,18,7,9,61,47,40
19789,2015,12,7,15,43,35,41
19789,2014,19,9,8,66,54,30
19789,2013,16,10,8,58,50,34
19789,2012,14,14,4,56,45,21
19789,2011,9,9,14,36,45,43
19789,2010,17,7,10,58,36,33
441,2021,2,7,17,13,9,47
441,2020,8,4,14,28,26,35
441,2019,13,3,4,42,36,13
441,2018,2,4,24,10,11,55
441,2017,6,11,13,29,23,36
441,2016,25,8,1,83,61,14
441,2015,19,10,5,67,47,16
441,2014,13,6,5,45,32,17
441,2013,9,9,16,36,43,54
441,2012,22,9,9,75,50,29
607,2022,7,8,11,29,29,34
607,2021,6,9,23,27,34,69
607,2020,15,14,9,59,53,39
607,2019,12,14,12,50,37,40
607,2018,8,14,14,38,35,46
607,2017,17,16,9,67,56,42
607,2016,23,11,4,80,56,29
607,2015,27,9,2,90,89,26
607,2014,13,10,15,46,47,44
607,2013,12,5,13,41,40,38
607,2008,8,11,15,31,35,41
607,2007,13,5,16,44,37,40
607,2004,7,14,21,35,33,58
607,2003,12,15,19,51,40,57
607,2002,12,12,14,48,41,47
607,2001,3,9,22,18,30,61
607,2000,19,12,7,69,62,43
2375,2022,5,8,9,19,23,31
2375,2021,9,7,22,34,39,57
2375,2020,20,3,11,63,66,39
2375,2019,14,12,8,54,48,37
2375,2018,12,11,11,47,52,40
2375,2017,19,9,6,66,62,32
2375,2016,17,13,6,64,67,41
2375,2015,10,15,11,45,45,45
2375,2014,5,12,17,27,25,51
2375,2013,11,9,14,42,50,52
2375,2012,10,12,10,42,33,33
2375,2011,15,6,11,51,48,31
2375,2010,7,10,15,31,27,43
2375,2009,17,8,9,59,48,36
2375,2008,13,16,5,55,50,39
2375,2007,13,8,13,47,47,47
2375,2006,14,9,11,51,51,51
2375,2005,18,10,6,64,54,39
2375,2002,9,8,17,35,48,69
1467,2022,9,4,9,30,21,21
1467,2021,7,7,24,28,40,77
1467,2020,13,12,15,51,59,59
1467,2019,11,9,14,42,44,49
1467,2018,11,5,18,38,37,42
1467,2017,13,10,11,49,49,50
1467,2016,15,8,11,53,55,51
1467,2015,9,11,14,38,38,40
1467,2014,19,12,3,69,57,30
1467,2013,18,12,4,66,51,27
1467,2012,10,7,17,37,28,40
1467,2011,11,8,15,41,36,43
1467,2010,22,8,4,74,70,27
1467,2002,5,11,18,26,32,57
1467,2001,12,9,13,45,38,56
126,2022,9,10,2,37,32,16
126,2021,10,6,22,36,44,71
126,2020,12,12,16,48,53,69
126,2019,10,5,19,35,38,57
126,2018,9,14,11,41,48,50
126,2017,20,9,5,69,68,38
126,2016,10,6,18,36,44,53
126,2015,9,10,15,37,39,48
126,2014,9,9,16,36,41,55
126,2013,10,12,12,42,43,43
126,2012,17,8,9,59,53,35
126,2011,16,11,7,59,52,44
126,2010,15,9,8,54,36,24
126,2009,10,10,14,40,37,53
126,2008,13,9,12,47,41,44
126,2007,7,8,19,29,32,64
126,2006,11,7,16,40,34,40
126,2005,10,11,13,41,35,44
126,2004,11,10,13,43,36,37
126,2003,13,3,18,42,37,53
126,2001,9,10,15,37,43,51
126,2000,13,7,14,46,45,43
1390,2022,9,10,7,37,29,27
1390,2021,6,12,20,30,34,68
1390,2020,9,10,19,37,43,59
1390,2019,11,12,15,45,52,56
1390,2018,10,11,17,41,36,54
1390,2017,11,6,21,39,33,61
1390,2016,14,5,19,47,55,76
1390,2015,25,8,9,83,78,41
1390,2014,8,10,20,34,48,68
1390,2013,9,12,17,39,34,53
1390,2012,12,11,15,47,43,55
1390,2011,10,13,15,43,37,46
1390,2010,12,9,17,45,44,51
1390,2009,11,11,16,44,56,58
1390,2008,15,8,15,53,49,50
1390,2007,11,9,18,42,40,56
1390,2006,9,13,16,40,35,46
1390,2005,8,15,15,39,42,55
1390,2004,10,14,14,44,51,60
1390,2003,23,14,9,83,80,51
1390,2002,14,12,12,54,47,46
1390,2001,10,17,11,47,39,39
1390,2000,12,14,12,50,53,45
252,2022,13,8,5,46,31,19
252,2021,4,16,18,28,27,60
252,2020,10,12,16,42,47,58
252,2019,10,9,19,39,47,73
252,2018,8,14,16,38,39,57
252,2017,11,8,19,41,33,43
252,2016,9,9,20,36,38,64
252,2015,13,7,18,46,45,48
252,2014,16,11,11,59,62,47
252,2013,11,11,16,44,41,50
252,2012,8,14,16,38,38,52
252,2011,11,9,18,42,50,69
252,2010,14,9,15,51,45,47
252,2009,14,9,15,51,57,61
252,2008,19,11,8,68,56,39
252,2007,13,9,16,48,44,52
252,2006,23,9,10,78,68,44
252,2004,19,19,4,0,72,44
252,2003,13,16,17,55,57,62
252,2002,9,12,17,39,47,51
252,2001,10,17,11,47,43,40
252,2000,10,17,11,47,44,39
5817,2022,9,4,6,31,36,24
5817,2021,2,4,4,23,28,54
5817,2020,5,1,4,16,15,16
5817,2019,6,9,11,27,31,44
5817,2018,7,7,12,28,30,37
5817,2017,8,7,11,31,36,34
5817,2016,2,1,7,7,14,22
5817,2015,19,5,9,62,56,36
5817,2014,7,16,10,37,35,44
5817,2013,10,8,15,38,41,53
5817,2012,12,5,16,41,53,57
5817,2011,11,11,11,44,48,51
5817,2010,11,6,16,39,32,46
5817,2009,11,8,14,41,32,37
5817,2008,5,13,15,28,30,56
5817,2007,17,10,3,61,55,32
5817,2005,6,8,19,26,42,72
16239,2021,7,4,7,25,22,27
16239,2020,10,8,8,38,38,32
16239,2019,13,3,6,42,36,15
16239,2018,8,4,10,28,23,24
16239,2017,22,5,7,71,71,25
16239,2016,22,8,4,74,55,23
16239,2015,11,7,12,40,33,30
16239,2014,12,11,7,47,47,27
16239,2013,14,2,14,44,33,27
16239,2009,12,12,10,48,38,30
16239,2008,12,8,11,44,31,33
6993,2021,2,2,14,8,21,44
6993,2020,6,8,12,26,27,41
6993,2019,6,7,9,25,21,35
6993,2018,8,6,8,30,24,33
6993,2017,9,5,8,32,30,27
6993,2016,25,6,3,81,61,21
6993,2015,14,11,5,53,37,23
6993,2014,3,5,18,14,25,55
6993,2013,11,4,14,34,29,34
6993,2012,10,8,12,38,30,32
6993,2011,8,8,14,32,28,42
6993,2010,7,8,15,29,45,67
6993,2009,7,8,15,29,31,56
6993,2008,7,5,18,26,31,54
6993,2006,6,7,17,25,23,39
6993,2005,12,7,11,43,30,34
6993,2004,12,8,10,44,38,34
6993,2003,10,10,10,40,34,36
6993,2001,6,8,12,26,29,42
1123,2022,15,7,12,52,48,37
1123,2021,5,7,26,22,23,84
1123,2020,29,10,7,97,75,36
1123,2019,5,6,27,21,26,75
1123,2018,27,13,6,94,93,57
1123,2017,15,15,16,60,49,60
1123,2016,20,10,16,70,85,69
1123,2015,9,7,22,34,39,67
1123,2014,25,11,10,86,88,48
1123,2013,8,9,21,33,28,62
1123,2012,10,14,14,44,41,58
1123,2011,12,11,15,47,52,66
1123,2010,23,15,8,84,83,58
1123,2008,12,10,24,46,57,70
1123,2007,15,10,21,55,49,59
1123,2006,16,9,21,57,56,71
1123,2005,18,8,20,62,56,65
1123,2004,7,12,19,33,42,77
1123,2003,28,10,8,94,79,39
1123,2002,19,12,15,69,60,49
1123,2001,22,9,15,75,60,51
1010,2022,13,11,10,50,41,38
1010,2021,6,5,27,23,34,77
1010,2020,27,10,9,91,63,30
1010,2019,8,10,20,34,36,64
1010,2018,14,8,16,50,52,59
1010,2017,11,8,19,41,44,64
1010,2016,11,7,20,40,40,68
1010,2015,12,9,17,45,40,50
1010,2014,27,8,11,89,91,50
1010,2013,15,15,16,60,74,64
1010,2012,23,8,15,77,85,58
1010,2011,16,16,14,64,56,64
1010,2010,16,13,17,61,77,71
1010,2009,14,12,20,54,61,68
1010,2008,16,10,20,58,68,72
1010,2007,18,16,12,70,62,56
1010,2006,5,13,20,28,29,59
1010,2005,22,15,9,81,77,53
1010,2004,12,16,18,52,52,59
1010,2003,15,12,19,57,54,68
1010,2002,17,9,20,60,54,70
1010,2001,16,11,19,59,62,56
1108,2022,15,8,6,53,39,25
1108,2021,8,7,23,31,31,65
1108,2020,9,11,18,38,36,57
1108,2019,10,9,19,39,34,59
1108,2018,13,11,14,50,39,50
